created_at,user.screen_name,user.name,favorite_count,retweet_count,legislator_state,keyword,label_drew,label_taegyoon,label_final,agreement
Tue Mar 17 00:44:32 +0000 2020,HalaAyala,Hala Ayala,0,26,Virginia,coronavirus,0,1,0,0
Thu Sep 17 05:17:26 +0000 2020,DrPanMD,Dr. Richard Pan,0,7,California,measles,1,0,1,0
Wed May 20 15:03:43 +0000 2020,bradhoylman,Senator Brad Hoylman,48,12,New_York,measles,1,0,1,0
Fri Aug 30 00:00:35 +0000 2019,docpetit_art,Doc Petit,0,0,Connecticut,measles,1,0,1,0
Thu May 02 19:45:35 +0000 2019,Bri4CO,Representative Bri Buentello,0,7,Colorado,measles,1,0,1,0
Wed Apr 24 01:16:00 +0000 2019,Rendon63rd,Anthony Rendon,90,34,California,measles,1,0,1,0
Wed Aug 28 13:16:03 +0000 2019,DrPanMD,Dr. Richard Pan,0,2,California,measles,1,0,1,0
Fri Jul 26 17:40:03 +0000 2019,DrPanMD,Dr. Richard Pan,0,3,California,measles,1,0,1,0
Mon May 13 12:55:55 +0000 2019,lauriejinkins2,Laurie Jinkins,2,0,Washington,measles,1,0,1,0
Thu May 02 16:55:12 +0000 2019,GordonHintz,Gordon Hintz,5,3,Wisconsin,measles,1,0,1,0
Wed Jun 12 16:58:50 +0000 2019,DrPanMD,Dr. Richard Pan,0,3,California,@drpanmd,0,1,1,0
Tue Jan 26 07:19:42 +0000 2021,SenSaraGelser,Sara Gelser,1,3,Oregon,risk,1,0,1,0
Wed Dec 02 19:30:19 +0000 2015,SenElderVogelJr,Senator Elder Vogel Jr,0,0,Pennsylvania,rabies,1,0,1,0
Mon Aug 05 15:45:04 +0000 2019,SenatorOMara,Tom O'Mara,0,1,New_York,rabies,1,0,1,0
Wed Oct 22 15:08:42 +0000 2014,SenatorRitchie,Patty Ritchie,0,0,New_York,rabies,1,0,1,0
Tue Oct 27 17:06:55 +0000 2020,AnnaMKaplan,Senator Anna M. Kaplan,0,4,New_York,#flu,1,0,1,0
Mon Aug 03 16:59:44 +0000 2020,DrPanMD,Dr. Richard Pan,1,1,California,threats,1,0,1,0
Wed Oct 21 18:18:02 +0000 2020,SenJoeAddabbo,SenatorJoeAddabbo,9,2,New_York,shots,1,0,1,0
Sun Sep 08 02:30:53 +0000 2019,DrPanMD,Dr. Richard Pan,0,4,California,@vaccinatecal,0,1,0,0
Tue May 07 04:45:37 +0000 2019,EWReschke,E. Werner Reschke 🇺🇸,0,128,Oregon,#hb3063,1,0,1,0
Fri Sep 18 10:18:21 +0000 2020,MatMuratore,Mathew Muratore,0,2,Massachusetts,vaccine,1,1,1,1
Mon Jan 04 22:25:43 +0000 2021,SenMannyDiazJr,Manny Diaz Jr.,40,4,Florida,vaccine,1,1,1,1
Wed Jun 05 14:32:26 +0000 2019,DrPanMD,Dr. Richard Pan,0,42,California,vaccine,1,1,1,1
Fri Jan 29 21:12:18 +0000 2021,AnaHdzTx,Ana Hernandez,0,65,Texas,vaccine,1,1,1,1
Fri Jan 08 20:49:25 +0000 2021,JuliaKirt,Julia Kirt,0,18,Oklahoma,vaccine,1,1,1,1
Sun Jan 31 20:32:18 +0000 2021,DrPanMD,Dr. Richard Pan 🇺🇸,0,46,California,vaccine,1,1,1,1
Sun Nov 29 00:39:09 +0000 2020,MindyForMA,Mindy Domb,0,53,Massachusetts,vaccine,1,1,1,1
Sat Jan 16 20:28:36 +0000 2021,bobkressig,Bob Kressig,1,0,Iowa,vaccine,1,1,1,1
Tue Jan 12 18:04:41 +0000 2021,SenGregClausen,Greg Clausen,0,11,Minnesota,vaccine,1,1,1,1
Wed Dec 16 22:59:39 +0000 2020,VictoriaLSteele,Victoria Steele,0,67,Arizona,vaccine,1,1,1,1
Mon Jan 11 18:36:00 +0000 2021,KatrinaJack_Sen,Katrina Jackson,2,1,Louisiana,vaccines,1,1,1,1
Thu Dec 31 18:00:57 +0000 2020,GeneforTexas,Gene Wu,18,2,Texas,vaccines,1,1,1,1
Mon Nov 16 14:07:48 +0000 2020,karlarosehanson,Karla Rose Hanson,7,0,North_Dakota,vaccines,1,1,1,1
Fri Jan 15 23:17:45 +0000 2021,Book4Senate,Lauren Book,0,2,Florida,vaccines,1,1,1,1
Sun Feb 08 17:54:58 +0000 2015,MarcLevine,Marc Levine,3,1,California,vaccines,1,1,1,1
Tue Dec 15 18:40:59 +0000 2020,SollmanJaneen,Janeen Sollman,0,0,Oregon,vaccines,1,1,1,1
Fri Jan 29 23:14:16 +0000 2021,CarlosGSmith,Rep. Carlos G Smith,41,9,Florida,vaccines,1,1,1,1
Tue Dec 15 14:00:50 +0000 2020,RepKarenKwan,Karen Kwan,0,1,Utah,vaccines,1,1,1,1
Thu Nov 19 21:01:18 +0000 2020,LindaStewartFL,Linda Stewart,8,3,Florida,vaccines,1,1,1,1
Fri Jan 15 20:58:20 +0000 2021,SenJasonLewis,Jason Lewis,0,0,Massachusetts,vaccines,1,1,1,1
Wed Nov 04 16:41:08 +0000 2020,KarinesReyesNYC,"Karines Reyes, R.N.",0,7,New_York,flu,1,1,1,1
Tue Feb 20 20:53:47 +0000 2018,EllenCJaffee,Ellen C. Jaffee,0,0,New_York,flu,1,1,1,1
Sat Mar 21 16:48:28 +0000 2020,CindyFriedmanMA,Cindy Friedman,1,1,Massachusetts,flu,0,0,0,1
Thu Sep 24 12:27:12 +0000 2020,DonnaHowardTX,Donna Howard,0,0,Texas,flu,0,0,0,1
Thu Oct 22 14:14:00 +0000 2020,AnaHdzTx,Ana Hernandez,0,7,Texas,flu,0,0,0,1
Mon Mar 16 17:40:46 +0000 2020,RepJimNeely,Dr. Jim Neely,5,1,Missouri,flu,0,0,0,1
Mon Apr 27 16:30:57 +0000 2020,senatorjen,Jen Jordan,10,3,Georgia,flu,0,0,0,1
Tue Sep 08 22:17:38 +0000 2020,ErinForYall,Erin Zwiener,0,5,Texas,flu,1,1,1,1
Thu Nov 05 23:53:05 +0000 2020,GeneforTexas,Gene Wu,49,5,Texas,flu,1,1,1,1
Mon Dec 09 21:58:20 +0000 2013,KaraHope7,Kara Hope,0,1,Michigan,flu,1,1,1,1
Thu May 16 20:44:18 +0000 2019,gmccortney,Greg McCortney,2,3,Oklahoma,vaccination,1,1,1,1
Mon Jun 17 16:11:00 +0000 2019,RepAndyVargas,Andy X. Vargas,0,5,Massachusetts,vaccination,1,1,1,1
Sun Jan 31 16:14:10 +0000 2021,RepLeavitt,mari leavitt,8,1,Washington,vaccination,1,1,1,1
Tue Jan 26 19:19:15 +0000 2021,SenBillFerg,Bill Ferguson,190,25,Maryland,vaccination,1,1,1,1
Mon Jan 20 13:05:38 +0000 2020,MarjorieDecker,Marjorie Decker,1,0,Massachusetts,vaccination,1,1,1,1
Thu Dec 24 05:18:36 +0000 2020,ErinForYall,Erin Zwiener,2,0,Texas,vaccination,1,1,1,1
Thu Dec 05 19:55:02 +0000 2019,NormCT,Norm Needleman,0,7,Connecticut,vaccination,1,1,1,1
Tue Feb 18 20:26:53 +0000 2020,senatortesta,Senator Michael Testa,670,343,New_Jersey,vaccination,1,1,1,1
Wed Mar 04 14:02:08 +0000 2020,mendezforaz,Sen. Juan Mendez,0,8,Arizona,vaccination,1,1,1,1
Fri Jan 29 19:59:47 +0000 2021,anneneu,Anne Neu,0,5,Minnesota,vaccination,1,1,1,1
Sat Jul 13 14:06:23 +0000 2019,Hilderbrand4KS,Richard Hilderbrand,1,1,Kansas,children,0,0,0,1
Tue Oct 13 17:15:57 +0000 2020,VoteGloriaJ,Gloria Johnson,0,3546,Tennessee,children,0,0,0,1
Tue Mar 03 23:22:36 +0000 2020,SenBurdick,Senator Ginny Burdick,0,5,Oregon,children,0,0,0,1
Fri Jan 11 01:09:20 +0000 2019,MarcosDevers,Marcos Devers,1,0,Massachusetts,children,0,0,0,1
Tue May 08 17:22:32 +0000 2018,SenatorFunke,Rich Funke,0,0,New_York,children,0,0,0,1
Sun May 27 03:54:05 +0000 2018,RobynVining,Robyn Vining,0,5972,Wisconsin,children,0,0,0,1
Sun May 13 15:44:00 +0000 2018,kmurphyva,Kathleen Murphy,8,1,Virginia,children,0,0,0,1
Tue Jul 02 15:57:07 +0000 2019,mikemullin4VA,Delegate Mike 😷 Mullin,1,0,Virginia,children,0,0,0,1
Tue Dec 20 19:46:16 +0000 2016,SenShilling,Jennifer Shilling,4,2,Wisconsin,children,0,0,0,1
Thu Apr 25 15:05:58 +0000 2019,RepMaryGonzalez,Dr. Mary E. Gonzalez,27,5,Texas,children,0,0,0,1
Wed Jun 20 14:23:23 +0000 2018,lundbergjon,Jon Lundberg,0,6,Tennessee,health,0,0,0,1
Tue Apr 17 20:30:05 +0000 2018,JSandersNYC,James Sanders Jr.,3,0,New_York,health,0,0,0,1
Fri Jan 19 12:37:27 +0000 2018,RepEWeight,Elizabeth Weight,0,2,Utah,health,0,0,0,1
Fri Mar 13 18:15:54 +0000 2020,RepJoseOliva,Jose Oliva,73,24,Florida,health,0,0,0,1
Sun Oct 01 15:54:18 +0000 2017,votezahra,Zahra Karinshak,1,0,Georgia,health,0,0,0,1
Thu Jul 19 21:34:46 +0000 2018,BethBye5,Beth Bye,0,10483,Connecticut,health,0,0,0,1
Fri Mar 16 19:03:18 +0000 2012,SenatorZucker,Craig Zucker,0,0,Maryland,health,0,0,0,1
Wed Feb 26 19:52:02 +0000 2020,DennisHPowers,Rep. Dennis Powers,0,2,Tennessee,health,0,0,0,1
Sun Apr 05 19:52:20 +0000 2020,SaraForMissouri,Sara Walsh,0,8,Missouri,health,0,0,0,1
Thu Jun 02 00:07:37 +0000 2016,DickGottfried,Richard Gottfried,5,5,New_York,health,0,0,0,1
Wed Apr 08 17:00:56 +0000 2020,SenDTSimmons,Sen. Derrick Simmons,1,1,Mississippi,coronavirus,0,0,0,1
Wed Sep 02 22:29:46 +0000 2020,jamescita,Jamescita Peshlakai,0,26,Arizona,coronavirus,0,0,0,1
Thu Jan 30 20:26:25 +0000 2020,jamelholley,Jamel Holley ♍🔌,0,303,New_Jersey,coronavirus,1,1,1,1
Tue Aug 11 14:44:52 +0000 2020,jeffroy,Jeffrey N. Roy,3,3,Massachusetts,coronavirus,0,0,0,1
Tue Mar 10 21:38:10 +0000 2020,EddieforTexas,Rep. Eddie Rodriguez,0,21,Texas,coronavirus,0,0,0,1
Tue Mar 31 22:58:30 +0000 2020,WillGuzzardi,Will Guzzardi,22,4,Illinois,coronavirus,0,0,0,1
Sat Mar 28 02:39:13 +0000 2020,chrispaddie,Chris D. Paddie,0,1956,Texas,coronavirus,0,0,0,1
Thu Mar 19 18:55:09 +0000 2020,GabrielAcevero,Del. Gabriel Acevero,5,1,Maryland,coronavirus,0,0,0,1
Wed May 20 14:22:49 +0000 2020,MindyForMA,Mindy Domb,0,64,Massachusetts,coronavirus,0,0,0,1
Sat Aug 08 17:24:03 +0000 2020,DrPanMD,Dr. Richard Pan,0,30,California,vaccinations,1,1,1,1
Sun Jan 17 19:51:41 +0000 2021,ToddGloria,Todd Gloria,112,8,California,vaccinations,1,1,1,1
Thu Jan 14 14:12:37 +0000 2021,wileynickel,Senator Wiley Nickel,1,0,North_Carolina,vaccinations,1,1,1,1
Mon Sep 23 22:13:48 +0000 2019,Rep_Jimmy,Jimmy Anderson,0,3,Wisconsin,vaccinations,1,1,1,1
Fri Dec 18 01:56:48 +0000 2020,VoteGloriaJ,Gloria Johnson,0,17,Tennessee,vaccinations,1,1,1,1
Mon Feb 01 03:47:56 +0000 2021,Asm_Nazarian,Adrin Nazarian,0,26,California,vaccinations,1,1,1,1
Sat Dec 19 02:22:16 +0000 2020,BuffyWicks,Buffy Wicks,134,54,California,vaccinations,1,1,1,1
Wed Jan 13 00:57:20 +0000 2021,rattijulia,Julia Ratti,2,0,Nevada,vaccinations,1,1,1,1
Thu Jan 07 13:02:31 +0000 2021,KimpsonForSC,Sen. Marlon Kimpson,15,0,South_Carolina,vaccinations,1,1,1,1
Wed Jan 06 01:48:25 +0000 2021,SarahUnsicker,Sarah Unsicker,16,8,Missouri,vaccinations,1,1,1,1
Sat Mar 07 16:58:40 +0000 2020,senatorduff,"Bob Duff, Senate Majority Leader, CT",0,1,Connecticut,#vaccineswork,1,1,1,1
Wed May 08 20:30:16 +0000 2019,DavidCrowleyWI,David C. Crowley,0,20,Wisconsin,#vaccineswork,1,1,1,1
Thu Dec 03 16:51:24 +0000 2020,DrPanMD,Dr. Richard Pan 🇺🇸,4,1,California,#vaccineswork,1,1,1,1
Wed Aug 28 15:38:16 +0000 2019,DrPanMD,Dr. Richard Pan,0,21,California,#vaccineswork,1,1,1,1
Tue Dec 03 20:23:34 +0000 2019,RepAndyVargas,Andy X. Vargas,0,4,Massachusetts,#vaccineswork,1,1,1,1
Fri Aug 09 12:21:01 +0000 2019,DrPanMD,Dr. Richard Pan,0,3,California,#vaccineswork,1,1,1,1
Tue Jun 23 17:32:30 +0000 2020,DrPanMD,Dr. Richard Pan,29,2,California,#vaccineswork,1,1,1,1
Wed May 15 14:32:25 +0000 2019,senatorduff,"Bob Duff, Senate Majority Leader, CT",0,1,Connecticut,#vaccineswork,1,1,1,1
Mon Aug 19 21:08:19 +0000 2019,DrPanMD,Dr. Richard Pan,0,6,California,#vaccineswork,1,1,1,1
Fri Jan 10 15:52:46 +0000 2020,DrPanMD,Dr. Richard Pan,0,35,California,#vaccineswork,1,1,1,1
Mon Jan 04 22:20:32 +0000 2021,KHancock4TX,Kelly Hancock,1,0,Texas,vaccinated,1,1,1,1
Wed Oct 07 17:52:08 +0000 2020,SenHannahBeth,Hannah-Beth Jackson,3,0,California,vaccinated,1,1,1,1
Fri Jan 08 22:31:46 +0000 2021,SRachelMay,Dr. Rachel May,19,5,New_York,vaccinated,1,1,1,1
Wed Mar 11 19:38:42 +0000 2020,bradhoylman,Senator Brad Hoylman,233,45,New_York,vaccinated,1,1,1,1
Mon Dec 28 14:50:01 +0000 2020,pwcdanica,Del. Danica Roem,2,0,Virginia,vaccinated,1,1,1,1
Fri Oct 09 16:51:09 +0000 2020,RepIzzy,Rep. Izzy Fitzgerald,0,15,Pennsylvania,vaccinated,1,1,1,1
Wed Aug 28 13:20:45 +0000 2019,DrPanMD,Dr. Richard Pan,0,1,California,vaccinated,1,1,1,1
Mon Dec 14 16:01:53 +0000 2020,wardports,Gerald W.R. Ward,0,1614,New_Hampshire,vaccinated,1,1,1,1
Mon Feb 01 19:20:01 +0000 2021,ChrisGTurner,Chris Turner,0,4,Texas,vaccinated,1,1,1,1
Thu Sep 17 14:22:09 +0000 2020,DrPanMD,Dr. Richard Pan,0,38,California,vaccinated,1,1,1,1
Mon Mar 30 13:59:15 +0000 2020,MaryBorenSD16,Senator Vote Louder Mary 🗳 ✏️ 🇺🇸,0,19,Oklahoma,protect,0,0,0,1
Thu Sep 20 21:58:46 +0000 2018,SenatorGilmore,Senator Brenda Gilmore,3,0,Tennessee,protect,0,0,0,1
Sat Jan 09 03:11:09 +0000 2021,ForrestBennett,Forrest Bennett,72,0,Oklahoma,protect,0,0,0,1
Tue Jun 14 17:37:14 +0000 2016,AndreaSCousins,Sen. Stewart-Cousins,0,0,New_York,protect,0,0,0,1
Sun Aug 11 13:31:48 +0000 2019,BrianTurnerNC,Brian Turner,13,1,North_Carolina,protect,0,0,0,1
Fri Oct 06 17:44:05 +0000 2017,EllenCJaffee,Ellen C. Jaffee,0,95,New_York,protect,0,0,0,1
Wed May 06 16:13:26 +0000 2020,SenBrentJackson,Sen. Brent Jackson,7,1,North_Carolina,protect,0,0,0,1
Sat Feb 22 05:08:04 +0000 2020,Portantino,Anthony Portantino,0,5,California,protect,0,0,0,1
Sun Apr 29 22:43:47 +0000 2018,jkalanienglish,J. Kalani English,0,1,Hawaii,protect,0,0,0,1
Tue Jun 23 14:23:38 +0000 2020,PaulBaumbach,Paul Baumbach,0,24,Delaware,protect,0,0,0,1
Thu Dec 17 22:03:20 +0000 2020,VoteGloriaJ,Gloria Johnson,0,83,Tennessee,public,0,0,0,1
Thu Jun 25 10:45:42 +0000 2015,TheNCRep,Kelly Alexander Jr,0,0,North_Carolina,public,0,0,0,1
Sat Mar 14 18:39:56 +0000 2020,BuffyWicks,Buffy Wicks,266,170,California,public,0,0,0,1
Sat May 05 02:17:10 +0000 2018,DeniseforAR,Denise Garner,0,2,Arkansas,public,0,0,0,1
Wed May 06 22:17:46 +0000 2020,CournoyerIA,Chris Cournoyer,0,65,Iowa,public,0,0,0,1
Thu Dec 03 18:52:42 +0000 2020,BuffyWicks,Buffy Wicks,0,857,California,public,1,1,1,1
Tue Jul 28 22:28:29 +0000 2020,Danny_ODonnell_,Assembly Member Danny O’Donnell,0,1,New_York,public,0,0,0,1
Mon Oct 28 23:45:59 +0000 2019,AsmRobertRivas,Assemblymember Robert Rivas,3,0,California,public,0,0,0,1
Mon Mar 09 21:58:33 +0000 2020,Dlesgar,Daneya Esgar,29,6,Colorado,public,0,0,0,1
Mon Sep 23 17:34:54 +0000 2019,BillPostOregon,Bill Post 🏝,0,4,Oregon,public,0,0,0,1
Thu Jan 09 21:59:06 +0000 2020,TerryCanales40,Terry Canales,0,1,Texas,rt,0,0,0,1
Tue May 23 15:38:09 +0000 2017,TinaForKentucky,Tina Bojanowski,0,2061,Kentucky,rt,0,0,0,1
Sat Jan 09 00:33:22 +0000 2016,tkth,Tracy Kraft-Tharp,0,0,Colorado,rt,0,0,0,1
Wed Apr 15 05:30:51 +0000 2020,Biaggi4NY,Alessandra Biaggi,0,18966,New_York,rt,0,0,0,1
Tue Nov 18 02:45:20 +0000 2014,senatorsapien,John Sapien,3,4,New_Mexico,rt,0,0,0,1
Sat Sep 22 10:12:33 +0000 2018,brettharrell,Brett Harrell,0,4449,Georgia,rt,0,0,0,1
Wed Apr 08 00:50:41 +0000 2009,Jackson4CO,Dominique Jackson,0,0,Colorado,rt,0,0,0,1
Fri Jun 22 14:47:20 +0000 2012,Justinhumphrey,Justin Humphrey,0,0,Oklahoma,rt,0,0,0,1
Fri Feb 08 11:33:52 +0000 2013,erekbarron,Erek L. Barron,0,0,Maryland,rt,0,0,0,1
Sat Jun 07 16:52:02 +0000 2014,JeffWeninger,Jeff Weninger,0,0,Arizona,rt,0,0,0,1
Sat May 16 01:19:27 +0000 2020,RepBrianKing,Rep. Brian S. King,0,41,Utah,free,0,0,0,1
Wed Jun 24 15:26:36 +0000 2020,WilhelmForNH,Matt Wilhelm,5,4,New_Hampshire,free,0,0,0,1
Sat May 18 11:39:00 +0000 2019,CherylKagan,Cheryl C. Kagan,15,10,Maryland,free,0,0,0,1
Tue Jan 29 12:36:21 +0000 2019,MikeWChip,MikeWChip,10,5,Rhode_Island,free,0,0,0,1
Fri Jun 07 15:54:44 +0000 2019,isaacsponaugle,Isaac Sponaugle,61,15,West_Virginia,free,0,0,0,1
Wed Oct 23 21:26:41 +0000 2019,PriceForDel95,Delegate Cia Price,9,0,Virginia,free,0,0,0,1
Wed Aug 14 10:59:21 +0000 2019,SenatorJoeCryan,Joe Cryan,0,3,New_Jersey,free,0,0,0,1
Fri Sep 20 19:16:54 +0000 2019,RepWalle,Armando Walle,2,0,Texas,free,0,0,0,1
Tue Jun 30 00:18:03 +0000 2020,wcantrell,Wes Cantrell,2,0,Georgia,free,0,0,0,1
Wed Apr 04 19:29:55 +0000 2018,RepDeLissio,Rep. Pam DeLissio,0,0,Pennsylvania,free,0,0,0,1
Tue Jan 19 19:43:04 +0000 2021,snordgren23,Sharon Nordgren,0,14000,New_Hampshire,child,0,0,0,1
Mon Dec 07 19:48:13 +0000 2020,RosannaGabaldon,Rosanna Gabaldon,2,1,Arizona,child,0,0,0,1
Fri Feb 02 16:30:53 +0000 2018,Sorvillo4House,Jim Sorvillo,0,0,Arkansas,child,0,0,0,1
Fri Jan 04 21:01:14 +0000 2013,Sorvillo4House,Jim Sorvillo,0,0,Arkansas,child,0,0,0,1
Wed Apr 11 00:09:56 +0000 2018,StaedArt,State Rep Art Staed,0,0,Iowa,child,0,0,0,1
Mon May 11 10:55:24 +0000 2020,CathyOsten,Cathy Osten,0,0,Connecticut,child,0,0,0,1
Thu Jul 23 16:43:37 +0000 2020,SenatorVanPelt,Senator Van Pelt,0,0,Illinois,child,0,0,0,1
Sun Jun 24 01:25:24 +0000 2018,Cassandra4NH,Cassandra Levesque,23,4,New_Hampshire,child,0,0,0,1
Mon Aug 10 21:00:23 +0000 2020,ChoppRep,Rep. Frank Chopp,1,0,Washington,child,0,0,0,1
Fri May 10 17:33:27 +0000 2019,RepMoira_Jayne,Moira Jayne Walsh,0,6552,Rhode_Island,child,0,0,0,1
Fri Mar 08 12:28:15 +0000 2019,TerriCortvriend,Terri Cortvriend,0,128,Rhode_Island,measles,0,0,0,1
Sat Mar 30 01:35:03 +0000 2019,LorenaAD80,Lorena Gonzalez,2,1,California,immunization,1,1,1,1
Thu Aug 27 12:30:19 +0000 2020,statereplove10,Leslie Love,2,0,Michigan,immunization,1,1,1,1
Thu Oct 10 19:00:23 +0000 2013,jimananich,Senator Jim Ananich,0,0,Michigan,immunization,1,1,1,1
Mon Nov 30 19:36:19 +0000 2020,JennJermaine,Jennifer Jermaine,0,6,Arizona,immunization,1,1,1,1
Wed Dec 16 22:59:18 +0000 2020,MindyForMA,Mindy Domb,1,0,Massachusetts,immunization,1,1,1,1
Thu Aug 01 21:16:49 +0000 2019,LorenaAD80,Lorena Gonzalez,0,8,California,immunization,1,1,1,1
Tue May 07 16:28:14 +0000 2019,GrierMartin,Rep. Grier Martin,0,5,North_Carolina,immunization,1,1,1,1
Mon Sep 14 17:42:39 +0000 2020,RepDeasy,Rep. Dan Deasy,4,2,Pennsylvania,immunization,1,1,1,1
Thu Dec 10 20:19:04 +0000 2020,DrPanMD,Dr. Richard Pan 🇺🇸,6,3,California,immunization,1,1,1,1
Tue Jul 28 18:13:15 +0000 2020,CortezPhilip,"Philip Cortez, Ph.D.",11,2,Texas,immunization,1,1,1,1
Tue May 21 10:53:14 +0000 2019,RebeccaKislak,Rebecca Kislak,0,0,Rhode_Island,get,0,0,0,1
Thu Apr 16 14:15:29 +0000 2020,DeborahJGlick,(((Deborah Glick))),0,252,New_York,get,0,0,0,1
Sat Jan 09 22:39:49 +0000 2021,CherrishPryor,Cherrish Pryor,19,5,Indiana,get,0,0,0,1
Mon May 18 21:09:38 +0000 2020,ErinForYall,Erin Zwiener,18,4,Texas,get,0,0,0,1
Fri Apr 10 14:35:09 +0000 2020,DarshunKendrick,Dar'shun Kendrick,1,0,Georgia,get,0,0,0,1
Wed Mar 11 21:59:12 +0000 2020,jasonrapert,Jason Rapert,2,0,Arkansas,get,0,0,0,1
Fri Jun 28 19:12:15 +0000 2019,TinaKotek,Tina Kotek,0,7,Oregon,get,0,0,0,1
Tue Feb 13 04:04:05 +0000 2018,RobbyMillsforKY,Robby Mills,0,9,Kentucky,get,0,0,0,1
Tue Aug 07 19:21:06 +0000 2018,MarcSnyderHD18,"Representative Marc Snyder, House District 18",11,5,Colorado,get,0,0,0,1
Mon May 06 19:49:08 +0000 2013,JovanMelton,Rep. Jovan Melton,0,2,Colorado,get,0,0,0,1
Fri May 01 20:33:30 +0000 2020,RepDuerr,Davina Duerr,0,0,Washington,medical,0,0,0,1
Tue Aug 21 13:51:35 +0000 2018,theresagavarone,Senator Theresa Gavarone,6,0,Ohio,medical,0,0,0,1
Wed Oct 21 21:04:55 +0000 2020,AnnaMKaplan,Senator Anna M. Kaplan,0,3,New_York,medical,0,0,0,1
Mon Aug 15 22:45:28 +0000 2016,MikeMcKayMD,Delegate Mike McKay,0,0,Maryland,medical,0,0,0,1
Mon Mar 30 17:45:34 +0000 2020,bradhoylman,Senator Brad Hoylman,5,3,New_York,medical,0,0,0,1
Sat Oct 05 17:44:01 +0000 2013,DougLibla25,Doug Libla,1,0,Missouri,medical,0,0,0,1
Thu Jun 25 19:27:35 +0000 2020,KarenSpilka,Karen Spilka,19,3,Massachusetts,medical,0,0,0,1
Wed Jun 17 15:40:14 +0000 2020,MattLesser,Sen. Matt Lesser,0,1,Connecticut,medical,0,0,0,1
Sun Jan 10 17:40:49 +0000 2021,HalaAyala,Hala Ayala,0,10,Virginia,medical,0,0,0,1
Sat Apr 11 18:56:29 +0000 2020,AnnaEfor148,Anna Eastman,0,54,Texas,medical,0,0,0,1
Sun Jul 15 01:16:33 +0000 2018,laurafriedman43,Laura Friedman,0,2022,California,parents,0,0,0,1
Thu Jul 25 00:32:06 +0000 2019,JustinBoydAR,Justin Boyd 4 AR,0,6,Arkansas,parents,0,0,0,1
Tue Jun 23 02:46:46 +0000 2020,BeckyEvansGA,Becky Evans,0,0,Georgia,parents,0,0,0,1
Sat Feb 29 22:48:31 +0000 2020,DarshunKendrick,Dar'shun Kendrick,14,0,Georgia,parents,0,0,0,1
Thu Feb 13 22:27:26 +0000 2020,ValdezforCO,Rep. Alex Valdez,0,2,Colorado,parents,0,0,0,1
Tue Jun 06 16:44:07 +0000 2017,RepPerryWarren,Rep. Perry Warren,0,1,Pennsylvania,parents,0,0,0,1
Fri Apr 12 23:31:09 +0000 2019,TanaSenn,Tana Senn,19,2,Washington,parents,0,0,0,1
Thu Nov 01 15:21:52 +0000 2018,NirajAntani,Niraj Antani,0,0,Ohio,parents,0,0,0,1
Thu Apr 12 02:42:21 +0000 2018,RepTammyWest,Tammy West,0,1,Oklahoma,parents,0,0,0,1
Thu Sep 22 19:16:29 +0000 2016,HaroldNaughton,Harold Naughton,0,0,Massachusetts,parents,0,0,0,1
Thu Jan 07 20:26:54 +0000 2021,SenatorGainer,George Gainer,0,0,Florida,immunizations,1,1,1,1
Fri Feb 28 22:15:50 +0000 2020,KevinPriola,Kevin Priola 🇺🇸,0,1,Colorado,immunizations,1,1,1,1
Tue Dec 12 19:46:04 +0000 2017,JPenaMelnyk,Del. J. Peña-Melnyk,5,4,Maryland,immunizations,1,1,1,1
Fri Jun 26 17:10:35 +0000 2020,DrPanMD,Dr. Richard Pan,0,6,California,immunizations,1,1,1,1
Mon Sep 23 21:33:29 +0000 2019,GordonHintz,Gordon Hintz,4,3,Wisconsin,immunizations,1,1,1,1
Tue May 09 21:24:18 +0000 2017,lauriejinkins2,Laurie Jinkins,0,4,Washington,immunizations,1,1,1,1
Fri May 01 16:24:51 +0000 2020,DrPanMD,Dr. Richard Pan,0,7,California,immunizations,1,1,1,1
Fri Oct 11 19:14:03 +0000 2019,MariManoogian,Mari Manoogian 🧼🤚🏽,0,6,Michigan,immunizations,1,1,1,1
Sun Jun 23 15:03:30 +0000 2019,ESHforOregon,Sen. Steiner Hayward,1198,535,Oregon,immunizations,1,1,1,1
Wed Dec 16 13:23:51 +0000 2020,MindyForMA,Mindy Domb,2,1,Massachusetts,immunizations,1,1,1,1
Mon Sep 14 18:14:19 +0000 2020,BarbaraBollier,Dr. Barbara Bollier,471,162,Kansas,science,0,0,0,1
Thu Jan 09 00:12:53 +0000 2020,RepJohnMahoney,Rep. John Mahoney,8,0,Massachusetts,science,0,0,0,1
Sat Mar 21 23:27:32 +0000 2020,RepKellyCassidy,Rep. Kelly Cassidy,0,2406,Illinois,science,0,0,0,1
Tue Jan 30 21:17:44 +0000 2018,Muradian4Rep,David Muradian,0,6,Massachusetts,science,0,0,0,1
Sun Feb 20 05:28:00 +0000 2011,MarkNakashima,Mark Nakashima,1,1,Hawaii,science,0,0,0,1
Thu Jan 17 16:58:01 +0000 2019,SenatorDinniman,Senator Andy Dinniman,12,5,Pennsylvania,science,0,0,0,1
Sat Jul 11 19:26:35 +0000 2020,DrPanMD,Dr. Richard Pan,0,1178,California,science,0,0,0,1
Sat Oct 26 11:21:36 +0000 2019,mikeday4rep,Michael Day,0,4,Massachusetts,science,0,0,0,1
