created_at,user.screen_name,user.name,favorite_count,retweet_count,legislator_state,keyword,label_drew,label_taegyoon,label_final,agreement
Fri Aug 07 12:16:46 +0000 2020,MatMuratore,Mathew Muratore,3,0,Massachusetts,august,0,0,0,1
Wed Jul 08 02:02:57 +0000 2020,PaulaBrown2018,Committee to Elect Paula Brown,0,4,Missouri,august,0,0,0,1
Fri Aug 14 13:11:29 +0000 2020,BrettParker4KS,Brett Parker,0,3,Kansas,august,0,0,0,1
Thu Apr 02 16:18:23 +0000 2020,RepMyers,Rep. Lakeshia Myers,0,4,Wisconsin,august,0,0,0,1
Wed Jul 01 19:52:59 +0000 2020,JacksonforNC,Darren Jackson,5,0,North_Carolina,august,0,0,0,1
Thu Sep 24 00:24:24 +0000 2020,Willcsmithjr,Senator Will Smith (District 20),0,7614,Maryland,august,0,0,0,1
Tue Aug 25 12:44:58 +0000 2020,LindaStewartFL,Linda Stewart,1,1,Florida,august,0,0,0,1
Sat Aug 15 05:26:21 +0000 2020,RepTarver,Rep. Tarver II,0,1919,Illinois,august,0,0,0,1
Mon Aug 17 02:17:50 +0000 2020,senatorjen,Jen Jordan,100,36,Georgia,august,0,0,0,1
Sat Aug 08 00:53:38 +0000 2020,RepPatBoyd,Pat Boyd,0,1,Connecticut,august,0,0,0,1
Sat Aug 22 17:54:18 +0000 2020,RepJoeWebster,Rep. Joe Webster,2,0,Pennsylvania,contact,0,0,0,1
Tue Oct 08 22:35:13 +0000 2019,AdamGrayCA,Assemblymember Gray,2,0,California,contact,0,0,0,1
Tue Oct 09 22:15:39 +0000 2018,KansenChu,Kansen Chu,2,3,California,contact,0,0,0,1
Fri Nov 15 22:22:00 +0000 2019,rebekahwarren,Rebekah Warren,3,1,Michigan,contact,1,1,1,1
Mon Mar 09 20:27:03 +0000 2020,RepRabb,Rep. Chris Rabb,0,77,Pennsylvania,contact,0,0,0,1
Fri Oct 02 12:31:43 +0000 2020,repkatehogan,Kate Hogan,0,7,Massachusetts,contact,0,0,0,1
Fri Jul 27 20:35:04 +0000 2018,rebekahwarren,Rebekah Warren,4,2,Michigan,contact,0,0,0,1
Wed Mar 20 11:32:04 +0000 2019,RepKateKlunk,Rep. Kate Klunk,0,1,Pennsylvania,contact,0,0,0,1
Tue Aug 22 00:32:55 +0000 2017,tjsnh,Timothy Smith,0,31243,New_Hampshire,contact,0,0,0,1
Tue Jan 26 22:52:29 +0000 2021,karlabigham,Sen. Karla Bigham,0,48,Minnesota,contact,0,0,0,1
Wed Oct 16 00:51:27 +0000 2019,LaborPrez,mark king,0,287,New_Hampshire,pharmaceutical,0,0,0,1
Wed May 30 21:44:18 +0000 2018,PBaumbachDE,Paul S Baumbach,0,61708,Delaware,pharmaceutical,0,0,0,1
Thu Sep 26 22:55:52 +0000 2019,HCantrellMN,Hunter Cantrell,0,1,Minnesota,pharmaceutical,0,0,0,1
Sun Sep 22 23:15:19 +0000 2019,DrPanMD,Dr. Richard Pan,0,10,California,pharmaceutical,0,0,0,1
Fri Mar 20 19:00:00 +0000 2020,SenatorMensch,Senator Bob Mensch,0,0,Pennsylvania,pharmaceutical,0,0,0,1
Thu Sep 12 15:25:33 +0000 2019,Renee_Unterman,Renee Unterman,13,6,Georgia,pharmaceutical,0,0,0,1
Sun May 03 20:42:07 +0000 2020,EatonSenator,Senator Chris Eaton,0,11,Minnesota,pharmaceutical,0,0,0,1
Tue Jul 07 00:37:08 +0000 2020,SaraGideon,Sara Gideon,596,176,Maine,pharmaceutical,0,0,0,1
Fri Mar 20 14:24:54 +0000 2020,MarjorieDecker,Marjorie Decker,13,4,Massachusetts,pharmaceutical,0,0,0,1
Tue Sep 01 17:22:34 +0000 2020,CindyFriedmanMA,Cindy Friedman,0,9,Massachusetts,pharmaceutical,0,0,0,1
Thu Jan 14 01:05:25 +0000 2021,AsmCottie,Assemblywoman Cottie Petrie-Norris,9,2,California,#vaccine,1,1,1,1
Mon Dec 14 20:42:46 +0000 2020,Dalessandro4AZ,Representative-Elect & Senator Andrea Dalessandro,0,16,Arizona,#vaccine,1,1,1,1
Fri Jan 15 20:10:41 +0000 2021,RKarabinchak,Asm. Rob Karabinchak,0,4,New_Jersey,#vaccine,1,1,1,1
Thu Dec 24 15:27:52 +0000 2020,Cohen4AD29,Lesley Cohen,0,4,Nevada,#vaccine,1,1,1,1
Tue Dec 22 16:59:41 +0000 2020,RichforRepLD29,Rich Andrade,0,16,Arizona,#vaccine,1,1,1,1
Tue Jan 05 22:11:43 +0000 2021,JRClemmons,John Ray Clemmons,45,27,Tennessee,#vaccine,1,1,1,1
Sat Jan 09 18:15:07 +0000 2021,SenLisaBoscola,Senator Lisa Boscola,2,5,Pennsylvania,#vaccine,1,1,1,1
Wed Jan 13 20:59:42 +0000 2021,mciccolo,Rep. Michelle Ciccolo,2,2,Massachusetts,#vaccine,1,1,1,1
Thu Feb 04 21:52:18 +0000 2021,MindyForMA,Mindy Domb,2,0,Massachusetts,#vaccine,1,1,1,1
Thu Sep 05 17:52:35 +0000 2019,DrPanMD,Dr. Richard Pan,0,10,California,#vaccine,1,1,1,1
Mon Jun 24 01:35:46 +0000 2019,DrPanMD,Dr. Richard Pan,14,6,California,anti-vax,1,1,1,1
Tue Dec 22 16:33:06 +0000 2020,DrPanMD,Dr. Richard Pan 🇺🇸,0,0,California,anti-vax,1,1,1,1
Sat Sep 21 13:50:50 +0000 2019,GregReed21234,Greg Reed,0,580,Alabama,anti-vax,1,1,1,1
Wed Jun 12 23:42:27 +0000 2019,ChrisHurstVA,Delegate Chris Hurst,54,4,Virginia,anti-vax,1,1,1,1
Sat Jun 15 18:13:11 +0000 2019,JamesGrantFL,James Grant,14,5,Florida,anti-vax,1,1,1,1
Tue Feb 12 21:16:22 +0000 2019,derekkitchen,Senator Derek Kitchen,0,412,Utah,anti-vax,1,1,1,1
Sun Jan 10 05:13:35 +0000 2021,DrPanMD,Dr. Richard Pan 🇺🇸,14,2,California,anti-vax,1,1,1,1
Sun Dec 08 19:52:23 +0000 2019,DrPanMD,Dr. Richard Pan,63,12,California,anti-vax,1,1,1,1
Sun Jun 28 15:49:10 +0000 2020,DrPanMD,Dr. Richard Pan,50,15,California,anti-vax,1,1,1,1
Sun Dec 08 02:18:30 +0000 2019,DrPanMD,Dr. Richard Pan,0,70,California,anti-vax,1,1,1,1
Wed Jul 08 20:39:14 +0000 2020,RafaelAnchia,Rafael Anchía,4,1,Texas,anti-vaxxer,1,1,1,1
Fri Jan 26 00:21:38 +0000 2018,SarahforHD134,Sarah Davis,3,0,Texas,anti-vaxxer,1,1,1,1
Wed Jan 16 20:50:53 +0000 2019,RepFreiberg,Mike Freiberg,0,815,Minnesota,anti-vaxxer,1,1,1,1
Thu Sep 24 13:33:15 +0000 2020,GeneforTexas,Gene Wu,24,4,Texas,anti-vaxxer,1,1,1,1
Thu Oct 15 15:05:02 +0000 2020,ForrestBennett,Forrest Bennett,192,40,Oklahoma,anti-vaxxer,1,1,1,1
Sat Jun 16 03:51:25 +0000 2018,RepFreiberg,Mike Freiberg,0,2,Minnesota,anti-vaxxer,1,1,1,1
Sun Jul 05 18:33:57 +0000 2020,JamesSkoufis,James Skoufis,30,6,New_York,anti-vaxxer,1,1,1,1
Sun Jan 31 21:15:34 +0000 2021,DrPanMD,Dr. Richard Pan 🇺🇸,59,19,California,anti-vaxxer,1,1,1,1
Sat Dec 21 20:25:45 +0000 2019,DrPanMD,Dr. Richard Pan,207,33,California,anti-vaxxer,1,1,1,1
Fri Oct 02 04:02:14 +0000 2020,DrPanMD,Dr. Richard Pan,8,1,California,anti-vaxxer,1,1,1,1
Sun Nov 10 16:22:22 +0000 2019,jillpcarter,State Senator Jill P. Carter,0,33,Maryland,blood,0,0,0,1
Sat Jul 25 16:13:00 +0000 2020,SenatorLaura,Laura Murphy,0,0,Illinois,blood,0,0,0,1
Wed Aug 19 12:01:14 +0000 2020,hinsonashley,Ashley Hinson,33,12,Iowa,blood,0,0,0,1
Tue Sep 24 13:49:46 +0000 2019,AnaHdzTx,Ana Hernandez,6,1,Texas,blood,0,0,0,1
Wed Mar 25 21:20:50 +0000 2020,AsmGrayson,Tim Grayson,2,0,California,blood,0,0,0,1
Mon Apr 20 19:28:47 +0000 2020,raghibct,Raghib Allie-Brennan,2,1,Connecticut,blood,0,0,0,1
Tue Sep 09 03:02:42 +0000 2014,GreggAmore1,Gregg Amore,1,0,Rhode_Island,blood,0,0,0,1
Sat May 04 15:39:35 +0000 2019,SenatorBrewster,Senator Jim Brewster,1,0,Pennsylvania,blood,0,0,0,1
Wed Mar 18 14:55:54 +0000 2015,MikeMcrider700,Mike Crider,0,1,Indiana,blood,0,0,0,1
Thu Oct 01 19:12:24 +0000 2020,SonyaAndersonMO,Sonya Anderson,0,3,Missouri,blood,0,0,0,1
Sat Oct 14 10:20:59 +0000 2017,repkatehogan,Kate Hogan,0,45,Massachusetts,without,0,0,0,1
Mon Oct 12 01:40:44 +0000 2020,RepGalonski,Rep. Tavia Galonski,0,56956,Ohio,without,0,0,0,1
Thu Jan 07 01:12:03 +0000 2021,yuhline,Yuh-Line Niou,25,1,New_York,without,0,0,0,1
Thu Sep 03 21:43:52 +0000 2020,AsmCarrillo,Wendy Carrillo,0,5,California,without,0,0,0,1
Mon Aug 12 13:36:14 +0000 2019,RepDaveWilliams,Rep. Dave Williams,0,258,Colorado,without,0,0,0,1
Fri Nov 15 20:50:48 +0000 2013,RepAndyJ,Andy Josephson,0,3,Alaska,without,0,0,0,1
Sat Dec 31 22:26:19 +0000 2016,JPMarzullo,JP Marzullo,0,27,New_Hampshire,without,0,0,0,1
Sun Dec 20 20:54:54 +0000 2020,DeborahJGlick,(((Deborah Glick))),0,6368,New_York,without,0,0,0,1
Sun Aug 04 15:41:18 +0000 2019,SteveYeagerNV,Steve Yeager,11,0,Nevada,without,0,0,0,1
Sat Aug 26 20:12:53 +0000 2017,MarcLevine,Marc Levine,2,2,California,without,0,0,0,1
Tue Dec 08 02:35:11 +0000 2020,JoseJavierJJR,Sen. José Javier Rodríguez,59,16,Florida,data,0,0,0,1
Thu Oct 15 17:38:39 +0000 2020,shedop,Dollyne Sherman,1,0,Indiana,data,0,0,0,1
Sat Sep 26 20:35:44 +0000 2020,BrianTurnerNC,Brian Turner,0,29,North_Carolina,data,0,0,0,1
Fri Apr 17 18:40:04 +0000 2020,WalterTMosley,Walter T. Mosley #WeStillCantBreathe,2,0,New_York,data,0,0,0,1
Thu May 02 20:14:33 +0000 2019,MelanieforNM,Melanie Stansbury,12,0,New_Mexico,data,0,0,0,1
Wed Mar 25 20:51:44 +0000 2020,MPowersNorrell,SC Rep Mandy Powers Norrell,0,6,South_Carolina,data,0,0,0,1
Thu Oct 01 11:29:47 +0000 2020,MikeConnollyMA,Mike Connolly,36,15,Massachusetts,data,0,0,0,1
Fri Apr 13 15:31:10 +0000 2018,MarkColeVA,Del. Mark Cole,0,4,Virginia,data,0,0,0,1
Sat Jul 11 20:38:34 +0000 2020,RobinComey,Robin Comey,0,190,Connecticut,data,0,0,0,1
Mon Oct 26 03:37:42 +0000 2020,TinaForKentucky,Tina Bojanowski,0,11,Kentucky,data,0,0,0,1
Fri Oct 02 13:17:25 +0000 2020,RafaelAnchia,Rafael Anchía,0,536,Texas,#flu,1,1,1,1
Tue Dec 04 20:14:20 +0000 2018,NicoleCollier95,Nicole Collier,3,0,Texas,#flu,1,1,1,1
Mon Feb 12 19:10:24 +0000 2018,BryanTownsendDE,Sen. Bryan Townsend,0,4,Delaware,#flu,0,0,0,1
Tue Nov 19 21:23:33 +0000 2019,ForHD65,Michelle Beckley,2,0,Texas,#flu,1,1,1,1
Wed Oct 14 21:19:58 +0000 2020,RafaelAnchia,Rafael Anchía,0,457,Texas,#flu,1,1,1,1
Fri Sep 04 17:22:59 +0000 2020,AngieChenButton,Angie Chen Button,1,0,Texas,#flu,1,1,1,1
Tue Sep 26 15:25:41 +0000 2017,SenTomlinson,Tommy Tomlinson,0,9,Pennsylvania,#flu,1,1,1,1
Thu Dec 03 17:21:23 +0000 2020,senatorduff,"Bob Duff, Senate Majority Leader, CT",0,3,Connecticut,#flu,1,1,1,1
Thu Oct 17 17:59:26 +0000 2013,StirpeAl,"Al Stirpe, Assembly",0,0,New_York,#flu,1,1,1,1
Thu Mar 26 16:01:50 +0000 2020,DrPanMD,Dr. Richard Pan,0,219,California,test,0,0,0,1
Fri Feb 16 15:27:32 +0000 2018,Mel_Ponder,Mel Ponder,0,353,Florida,test,0,0,0,1
Tue Jul 28 14:37:08 +0000 2020,RepMattKrause,Matt Krause,4,0,Texas,test,0,0,0,1
Sun Dec 04 06:15:46 +0000 2016,vfong,Vince Fong,0,900,California,test,0,0,0,1
Wed May 01 21:08:28 +0000 2019,kimwilliamsde,Rep. Kim Williams DE,1,0,Delaware,test,0,0,0,1
Tue Jul 21 19:27:40 +0000 2020,SenatorRobHogg,Rob Hogg,1,1,Iowa,test,0,0,0,1
Sun May 10 00:27:27 +0000 2020,JuliaCarmel__,Julia Salazar,14,1,New_York,test,0,0,0,1
Tue Sep 22 02:24:03 +0000 2020,EatonSenator,Senator Chris Eaton,0,8,Minnesota,test,0,0,0,1
Sat Mar 14 18:24:37 +0000 2020,leachfortexas,Jeff Leach,20,4,Texas,test,0,0,0,1
Sat Jul 25 00:34:47 +0000 2020,SteveBradford,Steven Bradford,12,2,California,test,0,0,0,1
Fri Jul 13 18:33:53 +0000 2018,gregrazer,Greg Razer,5,1,Missouri,theyre,0,0,0,1
Wed Feb 26 03:17:29 +0000 2020,NikaElugardo,Nika Elugardo,0,1734,Massachusetts,theyre,0,0,0,1
Sat Sep 12 00:14:36 +0000 2020,VoteGloriaJ,Gloria Johnson,28,11,Tennessee,theyre,0,0,0,1
Thu Feb 20 04:00:15 +0000 2020,SummerForPA,Summer Lee,21,3,Pennsylvania,theyre,0,0,0,1
Thu Aug 22 02:12:19 +0000 2013,matthewmaddock,Matt Maddock,0,0,Michigan,theyre,0,0,0,1
Tue Oct 22 14:46:58 +0000 2019,LizLinehanforCT,Liz Linehan,0,0,Connecticut,theyre,0,0,0,1
Fri Dec 25 14:02:18 +0000 2009,TylerAugust,Tyler August,0,0,Wisconsin,theyre,0,0,0,1
Wed Jan 17 19:48:27 +0000 2018,mjzalewski,Michael J. Zalewski,2,0,Illinois,theyre,0,0,0,1
Sat Feb 23 17:22:57 +0000 2019,SummerForPA,Summer Lee,0,0,Pennsylvania,theyre,0,0,0,1
Fri Aug 21 15:04:35 +0000 2020,sueford06,Susan Ford,0,661,New_Hampshire,theyre,0,0,0,1
Wed Jul 22 15:47:40 +0000 2020,AnnaForFlorida,Rep. Anna V. Eskamani 🔨,6,0,Florida,can,0,0,0,1
Tue Aug 22 13:18:44 +0000 2017,AndradeRep40,"Jaime M Andrade, Jr.",0,1,Illinois,can,0,0,0,1
Sat Apr 04 21:47:43 +0000 2020,GatesLucasNH,Gates Lucas,0,1,New_Hampshire,can,0,0,0,1
Thu May 09 13:25:55 +0000 2019,RepAngelaRomero,Angela Romero,0,5,Utah,can,0,0,0,1
Sun Oct 20 14:38:16 +0000 2019,kristypagan,Kristy Pagan,1,0,Michigan,can,0,0,0,1
Wed Jan 08 20:14:48 +0000 2020,senatorblood,Senator Carol Blood,1,0,Nebraska,can,0,0,0,1
Wed Jun 19 11:38:21 +0000 2019,BRachelson,Barbara Rachelson,0,1,Vermont,can,0,0,0,1
Tue Aug 18 15:13:14 +0000 2020,teresa_fedor,State Senator Teresa Fedor,0,6,Ohio,can,0,0,0,1
Fri Oct 13 20:10:41 +0000 2017,MarieWaldron75,Marie Waldron,2,2,California,can,0,0,0,1
Sat Feb 16 00:19:57 +0000 2019,lizthomsonnm,Liz Thomson,0,34,New_Mexico,can,0,0,0,1
Fri Oct 18 01:09:13 +0000 2019,ilike_mike,Mike McGuire,19,5,California,million,0,0,0,1
Tue Jul 21 15:59:36 +0000 2020,1willbond,Will Bond,0,11,Arkansas,million,0,0,0,1
Mon Jan 25 21:54:02 +0000 2021,Dlesgar,Daneya Esgar,67,7,Colorado,million,0,0,0,1
Sat Nov 21 14:58:59 +0000 2020,JimHendren1,Jim Hendren,0,5,Arkansas,million,0,0,0,1
Mon Mar 30 19:47:59 +0000 2020,DiegoBernalTX,Diego Bernal,0,237,Texas,million,0,0,0,1
Sun Jan 27 21:52:06 +0000 2013,MarkObenshain,Mark Obenshain,0,4,Virginia,million,0,0,0,1
Thu Apr 06 23:59:40 +0000 2017,willsforiowa,Wills for Iowa,0,5,Iowa,million,0,0,0,1
Wed Aug 26 05:26:36 +0000 2020,JonBramnick,Jon Bramnick,263,77,New_Jersey,million,0,0,0,1
Sat Jan 02 23:26:05 +0000 2021,NebraskaMegan,Senator Megan Hunt 😷,0,349,Nebraska,million,0,0,0,1
Mon Feb 10 14:00:53 +0000 2020,mwilsonGA,Matthew Wilson,20,3,Georgia,million,0,0,0,1
Wed Oct 10 15:26:25 +0000 2018,RyanFattman,Ryan Fattman,0,8,Massachusetts,stop,0,0,0,1
Tue Nov 13 06:23:57 +0000 2018,Juanita_Brent,Juanita Brent,1,0,Ohio,stop,0,0,0,1
Tue Sep 24 03:47:03 +0000 2019,CASenatorJim,Senator Jim Nielsen,0,7,California,stop,0,0,0,1
Sat Apr 04 03:39:16 +0000 2020,declanoscanlon,Declan O'Scanlon,0,0,New_Jersey,stop,0,0,0,1
Sat Aug 22 16:45:46 +0000 2020,SeanMRyan149,Assemblyman Sean Ryan,2,0,New_York,stop,0,0,0,1
Sat Aug 22 19:35:49 +0000 2020,LivingstonLD22,David Livingston,0,951,Arizona,stop,0,0,0,1
Sat Feb 17 10:59:39 +0000 2018,JayDReedy,State Rep. Jay Dean Reedy,0,7,Tennessee,stop,0,0,0,1
Fri May 01 17:56:12 +0000 2020,DanFeltesNH,Dan Feltes,31,17,New_Hampshire,stop,0,0,0,1
Fri Jan 24 21:48:31 +0000 2020,bradhoylman,Senator Brad Hoylman,5,1,New_York,stop,0,0,0,1
Sat Aug 19 16:37:38 +0000 2017,EllenBSpiegel,Ellen Spiegel,49,15,Nevada,stop,0,0,0,1
Thu Apr 16 01:51:49 +0000 2020,riggs4missouri,Riggs For Missouri,0,41,Missouri,distancing,0,0,0,1
Sat Mar 28 00:59:28 +0000 2020,drarambulaAD31,Dr. Joaquin Arambula,0,16,California,distancing,0,0,0,1
Tue Aug 04 14:33:46 +0000 2020,SenDanFeyen,Sen. Dan Feyen,0,12,Wisconsin,distancing,0,0,0,1
Tue Oct 06 21:41:15 +0000 2020,SenHannahBeth,Hannah-Beth Jackson,7,2,California,distancing,0,0,0,1
Mon Apr 20 17:30:56 +0000 2020,BrettParker4KS,Brett Parker,0,2545,Kansas,distancing,0,0,0,1
Sat Mar 21 16:27:38 +0000 2020,VictoriaLSteele,Victoria Steele,0,1,Arizona,distancing,0,0,0,1
Mon Apr 13 19:09:16 +0000 2020,EmilyRandallWA,Emily Randall,0,0,Washington,distancing,0,0,0,1
Wed Apr 15 17:12:24 +0000 2020,DavidBuchwald,David Buchwald,9,1,New_York,distancing,0,0,0,1
Fri Sep 04 17:22:49 +0000 2020,WillABarclay,Will Barclay,0,0,New_York,distancing,0,0,0,1
Sun Mar 29 16:20:01 +0000 2020,martincarbaugh,Martin Carbaugh,0,498,Indiana,distancing,0,0,0,1
Mon Feb 18 13:11:44 +0000 2019,Nick_Mosby,Nick J. Mosby,0,3,Maryland,policy,0,0,0,1
Mon Aug 28 10:49:42 +0000 2017,JOELLE4milford,JOELLE Martin,0,4,New_Hampshire,policy,0,0,0,1
Wed Apr 27 15:05:49 +0000 2016,FourPriceTX,Four Price,12,2,Texas,policy,0,0,0,1
Fri Mar 22 14:16:58 +0000 2019,RepEdThompson,Ed Thompson,7,2,Texas,policy,0,0,0,1
Fri Apr 14 00:46:17 +0000 2017,KarenMayneUT5,Karen Mayne,0,4,Utah,policy,0,0,0,1
Sun Oct 11 12:00:03 +0000 2015,Sueserino4ny,Sue Serino,0,0,New_York,policy,0,0,0,1
Tue Jun 09 03:46:18 +0000 2020,TomLackey36,Assemblyman Lackey,16,4,California,policy,0,0,0,1
Thu Apr 05 22:06:25 +0000 2018,D7_Tim_Reed,Rep. Tim Reed,4,0,South_Dakota,policy,0,0,0,1
Wed Sep 25 18:48:50 +0000 2019,Boyd4OH_D9,Janine Boyd,0,9,Ohio,policy,0,0,0,1
Sat Nov 09 21:44:37 +0000 2019,NikaElugardo,Nika Elugardo,0,5,Massachusetts,policy,0,0,0,1
Mon Jan 25 01:35:01 +0000 2021,DanHowell10,Dan,0,21999,Tennessee,call,0,0,0,1
Wed Apr 22 16:13:22 +0000 2020,StaedArt,State Rep Art Staed,0,2,Iowa,call,0,0,0,1
Mon Nov 23 20:11:06 +0000 2020,WendyENThomas,Hon. Wendy E.N Thomas,1,0,New_Hampshire,call,0,0,0,1
Thu Oct 01 00:59:09 +0000 2015,corymccray,Cory McCray,0,2,Maryland,call,0,0,0,1
Thu Apr 09 15:58:59 +0000 2020,RepJoeMarino,Joe Marino III,3,2,Louisiana,call,0,0,0,1
Wed Jul 15 15:47:18 +0000 2020,Morrison4MN,Kelly Morrison,0,18,Minnesota,call,0,0,0,1
Tue Mar 17 21:33:46 +0000 2020,EddieforTexas,Rep. Eddie Rodriguez,0,124,Texas,call,0,0,0,1
Fri Dec 28 14:46:14 +0000 2018,travisfitzwater,Travis Fitzwater 🇺🇸,5,1,Missouri,call,0,0,0,1
Fri Jun 26 19:07:44 +0000 2020,YvannaCancela,Yvanna Cancela,0,39,Nevada,call,0,0,0,1
Mon Feb 20 15:22:43 +0000 2017,KarleeMacer,Karlee Macer,0,7,Indiana,call,0,0,0,1
Thu Aug 27 03:13:13 +0000 2020,JustinBamberg,"Justin Bamberg, Esq.",20,7,South_Carolina,part,0,0,0,1
Wed May 24 02:52:17 +0000 2017,MaryBentley73,Mary Bentley,4,0,Arkansas,part,0,0,0,1
Thu Jul 16 13:02:44 +0000 2020,LianaCassar,Representative Liana Cassar,0,30,Rhode_Island,part,0,0,0,1
Wed Jan 08 00:33:14 +0000 2020,RepMcClinton,Joanna McClinton,0,2,Pennsylvania,part,0,0,0,1
Thu Apr 16 00:22:50 +0000 2020,ricktillisTN,Rick Tillis,0,0,Tennessee,part,0,0,0,1
Sun Apr 19 13:17:42 +0000 2020,TommyVitolo,Tommy Vitolo,2,0,Massachusetts,part,0,0,0,1
Tue Aug 18 17:42:28 +0000 2020,SenJasonLewis,Jason Lewis,2,0,Massachusetts,part,0,0,0,1
Tue Jan 12 03:53:13 +0000 2021,AChaparro33,Assemblywoman Chaparro,0,7,New_Jersey,part,0,0,0,1
Thu Dec 02 11:28:39 +0000 2010,RichardNStark,Richard Stark,0,0,Florida,part,0,0,0,1
Thu Nov 12 20:29:42 +0000 2020,MariManoogian,Mari Manoogian,0,6,Michigan,part,0,0,0,1
Tue Apr 16 21:40:21 +0000 2019,JoseJavierJJR,José Javier Rodríguez,0,5,Florida,rates,0,0,0,1
Sun Apr 26 14:18:57 +0000 2020,DarshunKendrick,Dar'shun Kendrick,1,0,Georgia,rates,0,0,0,1
Sat May 11 13:04:26 +0000 2013,KevinPriola,Kevin Priola 🇺🇸,0,8,Colorado,rates,0,0,0,1
Mon Nov 25 12:44:29 +0000 2019,colinschmitt,Colin Schmitt,0,1,New_York,rates,0,0,0,1
Mon Aug 26 21:31:14 +0000 2019,Adamant4Detroit,Senator Adam Hollier,0,2,Michigan,rates,0,0,0,1
Fri Nov 29 03:35:12 +0000 2019,juliebrixie,Julie Brixie,0,2315,Michigan,rates,0,0,0,1
Fri Mar 20 14:53:18 +0000 2020,debbie_mayfield,Debbie Mayfield,0,0,Florida,rates,0,0,0,1
Tue Jan 24 20:22:14 +0000 2017,FrankBigelowCA,Frank Bigelow,0,13,California,rates,0,0,0,1
Fri Jul 19 22:54:56 +0000 2013,JasonFischerFL,Rep. Jason Fischer,0,0,Florida,rates,0,0,0,1
Sat Mar 03 03:16:45 +0000 2018,RepDavidCook,David Cook,4,1,Arizona,rates,0,0,0,1
Mon Nov 02 01:16:00 +0000 2020,DrPanMD,Dr. Richard Pan 🇺🇸,3,0,California,@cmadocs,0,0,0,1
Thu Jun 25 19:42:45 +0000 2020,DrPanMD,Dr. Richard Pan,0,9,California,@cmadocs,0,0,0,1
Sun Apr 21 04:15:14 +0000 2019,DrPanMD,Dr. Richard Pan,9,2,California,@cmadocs,1,1,1,1
Wed May 22 19:26:13 +0000 2019,LorenaAD80,Lorena Gonzalez,0,21,California,@cmadocs,1,1,1,1
Tue Nov 19 19:04:12 +0000 2019,Scott_Wiener,Senator Scott Wiener,48,14,California,@cmadocs,0,0,0,1
Thu Jul 25 22:19:14 +0000 2019,DrPanMD,Dr. Richard Pan,0,26,California,@cmadocs,1,1,1,1
Wed Apr 24 19:17:16 +0000 2019,SenatorUmberg,Senator Tom Umberg,0,7,California,@cmadocs,0,0,0,1
Wed Jun 10 18:17:03 +0000 2020,SusanEggman,Susan Eggman,0,1,California,@cmadocs,0,0,0,1
Mon Jan 11 19:11:10 +0000 2021,AsmAguiarCurry,Cecilia Aguiar-Curry,7,3,California,@cmadocs,0,0,0,1
Mon Mar 23 13:02:33 +0000 2020,DrPanMD,Dr. Richard Pan,93,44,California,@cmadocs,1,1,1,1
Sun Mar 22 18:20:38 +0000 2020,FarmerForFLSen,Senator Gary Farmer,0,165,Florida,thats,0,0,0,1
Tue Jun 06 21:11:07 +0000 2017,ChrisSprowls,Chris Sprowls,16,7,Florida,thats,0,0,0,1
Tue Aug 25 22:26:00 +0000 2020,JennMcClellanVA,Jennifer McClellan,0,12,Virginia,thats,0,0,0,1
Fri Apr 24 22:46:03 +0000 2020,jasonrapert,Jason Rapert,18,1,Arkansas,thats,0,0,0,1
Thu Mar 12 02:42:04 +0000 2020,snordgren23,Sharon Nordgren,0,3898,New_Hampshire,thats,0,0,0,1
Mon Mar 16 22:04:47 +0000 2020,hockeyref33,Chris Millea,1,0,Rhode_Island,thats,0,0,0,1
Thu Oct 17 13:57:23 +0000 2019,mannyfornh,Rep. Manny Espitia,0,584,New_Hampshire,thats,0,0,0,1
Thu Sep 08 04:39:43 +0000 2016,RepDanMiller,RepDanMiller,0,0,Pennsylvania,thats,0,0,0,1
Thu Jul 30 13:02:36 +0000 2009,HeathClarkGA,Heath Clark,0,0,Georgia,thats,0,0,0,1
Sat Jan 16 18:20:36 +0000 2021,TerryCanales40,Terry Canales,0,0,Texas,thats,0,0,0,1
Wed Mar 14 18:28:21 +0000 2018,cindycreem,Cynthia Creem,7,2,Massachusetts,activists,0,0,0,1
Tue Jul 31 18:07:24 +0000 2018,JCarrollFoy,Jennifer Carroll Foy,26,3,Virginia,activists,0,0,0,1
Wed May 09 21:46:12 +0000 2018,Juanita_Brent,Juanita Brent,0,4,Ohio,activists,0,0,0,1
Mon Mar 02 21:53:46 +0000 2020,GregLeding,Greg Leding,25,2,Arkansas,activists,0,0,0,1
Mon Dec 28 14:29:34 +0000 2020,electjacklewis,Jack Patrick Lewis,0,0,Massachusetts,activists,0,0,0,1
Tue Mar 03 22:04:22 +0000 2020,CharleneforAZ,Charlene Fernandez,71,35,Arizona,activists,0,0,0,1
Thu Aug 22 16:26:57 +0000 2019,DrPanMD,Dr. Richard Pan,0,11,California,activists,1,1,1,1
Sat Aug 10 20:21:52 +0000 2019,SusanEggman,Susan Eggman,0,360,California,activists,0,0,0,1
Thu May 01 09:25:48 +0000 2014,WernerHorn2,Werner Horn,0,6,New_Hampshire,activists,0,0,0,1
Tue Jul 02 23:15:54 +0000 2019,RepDuBois,Michelle DuBois,0,1960,Massachusetts,activists,0,0,0,1
